1 10 5370 0 1 0 1 0 1 0 0 1 0 
2 10 1357 0 0 0 0 0 0 0 0 0 1 
3 10 11231 1 1 1 1 1 0 1 1 1 1 
4 10 14190 1 1 1 0 1 1 1 1 1 1 
5 10 11668 1 1 0 1 1 0 1 0 0 1 
6 10 9749 1 1 0 1 1 0 1 0 1 1 
7 10 10641 1 1 1 1 0 0 1 1 1 1 
8 10 12243 0 1 0 1 1 0 0 1 1 1 
9 10 5321 1 0 0 0 0 0 1 1 0 0 
10 10 9767 1 0 1 1 1 0 0 0 1 1 
11 10 5011 1 1 0 0 0 0 0 1 0 1 
12 10 7154 1 0 0 1 1 0 0 0 0 1 
13 10 8706 0 0 1 1 1 0 1 0 1 0 
14 10 11262 1 0 1 1 0 0 1 1 0 1 
15 10 6284 0 0 0 0 0 0 1 1 1 0 
16 10 3226 1 0 1 0 0 0 0 0 0 1 
17 10 11760 1 1 1 1 1 1 1 0 1 1 
18 10 7397 0 0 1 1 1 0 0 1 0 0 
19 10 7761 0 1 1 0 0 1 0 1 0 1 
20 10 10479 1 1 1 1 1 1 0 1 1 1 
21 10 2483 0 0 0 0 0 0 0 0 1 0 
22 10 9386 1 0 1 0 1 0 1 0 1 1 
23 10 10754 0 1 1 0 0 1 1 0 1 1 
24 10 11300 0 1 0 1 0 1 1 1 1 1 
25 10 10016 0 1 1 0 1 1 1 0 1 1 
26 10 10721 0 1 1 0 1 1 1 0 0 1 
27 10 5123 0 1 0 1 0 0 0 0 1 0 
28 10 2245 0 0 0 0 0 0 0 0 0 1 
29 10 14648 1 1 1 0 1 0 1 1 1 1 
30 10 13409 1 1 1 1 1 0 1 1 0 1 
31 10 11287 1 1 0 1 1 1 1 1 1 1 
32 10 5418 1 0 1 0 0 0 1 1 0 0 
33 10 13027 1 1 1 1 1 1 1 1 1 0 
34 10 8835 0 1 0 1 1 1 0 0 1 1 
35 10 8493 0 1 0 1 1 1 0 0 1 1 
36 10 3186 0 0 0 0 0 0 0 1 0 1 
37 10 10424 1 1 1 0 1 0 1 0 0 0 
38 10 6494 0 1 0 1 0 0 0 1 1 1 
39 10 7330 1 0 1 1 1 1 1 1 0 1 
40 10 5518 0 0 1 1 1 0 0 0 0 0 
41 10 5151 1 1 1 0 0 0 0 0 1 0 
42 10 6460 1 0 0 1 1 1 0 0 0 0 
43 10 9728 0 1 1 1 1 1 1 0 0 1 
44 10 10479 1 0 1 0 1 1 0 1 0 1 
45 10 9939 1 1 1 1 1 0 0 1 0 0 
46 10 13003 1 1 1 0 0 1 1 1 0 1 
47 10 11774 0 1 1 1 1 1 1 0 1 1 
48 10 7515 1 1 1 0 0 0 0 0 1 0 
49 10 4577 0 1 0 0 0 0 0 0 0 1 
50 10 16793 0 1 1 1 0 1 1 1 1 1 
51 10 4380 0 1 0 0 1 0 0 1 0 0 
52 10 12044 1 1 1 0 1 1 1 1 1 1 
53 10 8185 0 0 0 1 1 1 1 0 0 0 
54 10 3487 0 1 0 0 0 0 1 0 0 0 
55 10 10222 1 1 0 1 1 1 0 0 0 0 
56 10 11464 1 1 1 1 0 1 1 0 1 0 
57 10 8685 0 1 1 1 0 0 1 0 1 1 
58 10 14732 1 1 1 1 1 0 1 1 1 1 
59 10 10774 1 1 1 1 1 0 0 1 1 0 
60 10 10648 1 1 1 0 1 1 1 1 1 1 
61 10 0 0 0 0 0 0 0 0 0 0 0 
62 10 6576 1 1 0 0 1 0 0 1 0 1 
63 10 11649 1 1 1 0 1 0 1 1 1 1 
64 10 8898 1 1 1 1 1 0 0 1 1 1 
65 10 11763 1 1 1 1 1 1 1 0 1 1 
66 10 8797 0 0 1 1 0 1 1 1 0 1 
67 10 7170 1 1 0 0 0 0 1 1 1 1 
68 10 2630 0 0 0 1 0 0 1 0 0 0 
69 10 3468 0 0 1 0 0 1 1 0 0 0 
70 10 8535 0 0 1 1 1 0 0 0 1 0 
71 10 9722 0 0 1 1 1 1 1 1 0 1 
72 10 10315 1 1 1 0 1 1 1 1 1 0 
73 10 10006 1 1 0 1 0 1 1 0 1 0 
74 10 8326 0 1 0 0 1 0 0 1 0 1 
75 10 12257 1 1 1 0 0 1 1 1 1 0 
76 10 2463 0 0 0 0 0 1 0 1 0 0 
77 10 11961 1 1 0 1 1 1 0 1 1 0 
78 10 10412 1 0 1 1 1 1 1 0 1 0 
79 10 4241 0 0 0 1 1 1 1 0 0 0 
80 10 13345 1 1 1 1 0 0 1 1 1 0 
81 10 12922 1 1 1 1 1 1 0 1 0 1 
82 10 7289 0 1 0 1 0 1 0 1 1 0 
83 10 10500 1 1 1 1 1 0 1 0 1 1 
84 10 7059 1 0 0 0 0 0 1 1 1 1 
85 10 15312 0 1 1 1 0 1 1 1 1 1 
86 10 7906 1 1 1 1 0 1 1 1 1 1 
87 10 10836 0 1 0 1 1 0 1 1 1 1 
88 10 9606 0 1 1 0 1 1 1 1 0 0 
89 10 5474 1 1 0 0 0 0 1 1 0 0 
90 10 1976 0 0 0 0 0 1 0 0 0 0 
91 10 9323 1 1 0 1 0 1 1 1 0 1 
92 10 14950 1 1 0 1 0 1 1 1 1 1 
93 10 4739 0 1 1 0 0 0 0 1 0 0 
94 10 8644 1 0 1 1 1 1 0 1 1 1 
95 10 10485 1 1 1 1 0 1 0 1 1 0 
96 10 4593 1 0 0 1 0 0 0 1 0 0 
97 10 5707 0 1 1 1 0 0 0 0 0 1 
98 10 12683 0 1 0 1 1 1 0 1 1 1 
99 10 10922 1 1 1 1 0 1 1 1 1 1 
100 10 7660 0 0 1 0 0 0 1 1 1 1 
101 10 5035 1 0 1 0 0 0 1 0 0 0 
102 10 9901 0 1 1 1 1 1 1 1 0 1 
103 10 2332 0 0 1 0 0 0 0 0 0 0 
104 10 6818 1 0 1 0 1 0 0 0 1 1 
105 10 6875 0 1 1 0 0 0 1 1 1 0 
106 10 8847 1 0 1 1 0 0 1 0 0 1 
107 10 3558 0 1 1 0 0 0 1 0 0 0 
108 10 10068 1 1 1 1 0 0 0 1 1 1 
109 10 8848 0 1 0 0 1 1 1 0 0 0 
110 10 4015 1 0 0 0 0 0 0 0 1 0 
111 10 7388 1 0 0 0 1 1 1 0 0 1 
112 10 13610 0 1 1 1 1 1 1 0 1 1 
113 10 11426 1 1 1 0 1 1 1 1 1 1 
114 10 5131 1 1 0 0 0 0 0 1 1 0 
115 10 2686 0 0 0 0 0 1 0 1 0 0 
