1 4 1129 0 1 0 0 
2 4 2966 0 1 1 0 
3 4 0 0 0 0 0 
4 4 70 1 0 0 0 
5 4 2758 0 1 0 1 
6 4 1641 0 1 0 0 
7 4 4607 1 1 0 1 
8 4 4422 0 1 1 0 
9 4 3451 1 0 1 1 
10 4 744 1 0 0 0 
11 4 4774 1 1 1 0 
12 4 1538 1 1 0 0 
13 4 5798 1 1 0 1 
14 4 3972 1 0 1 1 
15 4 4117 1 1 0 0 
16 4 2698 1 1 0 0 
17 4 0 0 0 0 0 
18 4 2453 1 0 0 0 
19 4 3999 0 1 0 1 
20 4 4919 1 1 1 0 
21 4 2098 1 0 0 0 
22 4 1382 0 0 0 1 
23 4 4485 1 1 1 0 
24 4 3611 0 1 1 1 
25 4 3102 1 1 0 1 
26 4 2551 0 1 0 1 
27 4 3076 1 1 0 0 
28 4 1649 0 0 0 1 
29 4 2937 1 0 0 1 
30 4 5798 1 1 0 1 
31 4 4506 1 0 1 1 
32 4 5893 1 0 1 1 
33 4 2277 0 1 0 0 
34 4 2689 1 0 0 1 
35 4 2356 1 0 0 0 
36 4 1209 1 0 1 0 
37 4 0 0 0 0 0 
38 4 3414 1 1 0 0 
39 4 4899 0 1 1 1 
40 4 2310 1 0 1 0 
41 4 2024 1 0 0 0 
42 4 2625 0 1 0 1 
43 4 3331 1 1 0 0 
44 4 3271 0 1 1 1 
45 4 4966 1 1 1 0 
46 4 1792 1 1 0 0 
47 4 4753 0 0 1 1 
48 4 3966 0 1 1 0 
49 4 0 0 0 0 0 
50 4 2717 1 0 0 1 
51 4 0 0 0 0 0 
52 4 3895 1 1 0 1 
53 4 4212 0 0 1 1 
54 4 523 1 0 0 0 
55 4 4588 1 0 1 1 
56 4 2986 1 0 1 0 
57 4 3438 0 1 1 0 
58 4 2090 0 0 1 0 
59 4 4343 1 0 0 1 
60 4 4469 0 0 1 1 
61 4 0 0 0 0 0 
62 4 2537 1 0 0 1 
63 4 1235 1 0 0 0 
64 4 4289 1 1 1 0 
65 4 6226 1 1 0 1 
66 4 4371 1 1 0 0 
67 4 3162 1 0 0 1 
68 4 4275 1 0 1 1 
69 4 0 0 0 0 0 
70 4 5282 1 1 0 1 
71 4 2301 1 0 0 1 
72 4 2861 1 0 1 1 
73 4 2542 1 0 1 0 
74 4 0 0 0 0 0 
75 4 2904 0 1 1 1 
76 4 3721 0 0 1 1 
77 4 5098 1 1 1 0 
78 4 3681 1 1 0 1 
79 4 5150 1 0 1 1 
80 4 1548 0 0 1 0 
81 4 3244 1 1 0 0 
82 4 5633 1 0 1 1 
83 4 0 0 0 0 0 
84 4 1872 0 1 0 0 
85 4 6606 1 1 1 0 
86 4 2533 0 1 0 1 
87 4 2283 0 0 0 1 
88 4 161 1 0 0 0 
89 4 927 0 1 0 0 
90 4 4527 1 1 0 1 
91 4 3363 1 1 0 1 
92 4 3770 0 1 1 1 
93 4 1160 0 0 0 1 
94 4 1910 1 0 0 1 
95 4 5212 1 0 1 1 
96 4 2751 1 1 0 1 
97 4 3901 1 1 0 0 
98 4 1487 0 0 1 0 
99 4 4088 0 1 1 1 
100 4 1936 0 0 0 1 
101 4 5818 0 1 1 1 
102 4 3402 0 1 1 0 
103 4 1289 0 0 0 1 
104 4 2691 0 1 0 1 
105 4 2173 0 1 0 0 
106 4 3248 0 1 1 0 
107 4 3340 1 0 0 1 
108 4 3497 1 0 1 0 
109 4 5201 1 1 1 0 
110 4 1867 0 0 1 0 
111 4 5518 0 1 1 1 
112 4 2413 0 0 1 0 
113 4 3499 0 1 0 1 
114 4 3567 1 0 1 1 
115 4 5403 1 1 1 0 
116 4 3213 1 0 1 0 
117 4 2445 0 0 0 1 
118 4 0 0 0 0 0 
119 4 2993 0 1 0 1 
120 4 3018 0 1 1 0 
121 4 4255 1 1 1 0 
122 4 4162 1 0 1 0 
123 4 5875 1 0 1 1 
124 4 2120 1 0 0 0 
125 4 3619 0 1 0 1 
126 4 0 0 0 0 0 
127 4 4413 1 0 0 1 
128 4 2364 0 0 1 0 
129 4 3248 0 1 0 1 
130 4 5691 1 0 1 1 
131 4 2980 0 1 1 0 
132 4 4369 1 0 1 1 
133 4 1063 0 0 1 0 
134 4 3557 1 1 0 0 
135 4 4346 1 1 0 1 
136 4 1822 0 0 1 1 
137 4 2302 1 1 1 0 
138 4 2006 0 1 0 0 
139 4 1055 0 0 1 0 
140 4 5086 1 1 0 1 
141 4 1535 1 1 1 0 
142 4 6234 1 1 1 0 
143 4 2455 0 1 1 1 
144 4 0 0 0 0 0 
145 4 0 0 0 0 0 
146 4 4255 0 1 1 0 
147 4 4518 1 1 0 1 
148 4 3482 1 1 0 1 
149 4 2446 0 0 1 0 
150 4 3000 1 0 1 1 
151 4 3714 1 0 1 1 
152 4 2483 1 0 0 0 
153 4 475 1 1 0 0 
154 4 3621 1 1 0 0 
155 4 1777 1 1 0 0 
156 4 4059 1 1 0 1 
157 4 3232 1 0 0 1 
158 4 4047 1 1 0 1 
159 4 2444 0 1 0 0 
160 4 2201 0 1 1 0 
161 4 1118 1 0 0 0 
162 4 0 0 0 0 0 
163 4 3883 1 1 0 1 
164 4 4042 0 1 1 0 
165 4 1609 1 1 0 0 
166 4 1314 0 1 0 0 
167 4 3352 0 1 1 0 
168 4 4900 1 1 1 0 
169 4 6731 1 1 1 0 
170 4 2489 0 0 1 0 
171 4 2439 0 0 1 0 
172 4 3785 1 1 0 0 
173 4 4835 1 1 0 1 
174 4 103 0 0 0 1 
175 4 4005 1 0 1 0 
176 4 2094 0 1 1 0 
177 4 0 0 0 0 0 
178 4 3683 0 1 0 1 
179 4 3624 0 1 0 1 
180 4 4842 1 0 1 1 
181 4 3693 1 0 1 1 
182 4 3798 1 1 1 0 
183 4 0 0 0 0 0 
184 4 4391 1 0 1 1 
185 4 3600 1 1 0 1 
186 4 3084 1 1 0 0 
187 4 4249 0 0 1 1 
188 4 636 0 0 1 0 
189 4 2577 0 1 1 1 
190 4 5838 1 1 0 1 
191 4 3129 0 1 0 1 
192 4 4846 0 0 1 1 
193 4 4084 1 1 0 1 
194 4 1181 0 0 0 1 
195 4 3584 1 1 0 1 
196 4 1991 1 0 0 1 
197 4 6201 0 1 1 1 
198 4 2525 0 1 1 0 
199 4 3098 0 0 1 1 
200 4 2965 1 0 0 1 
201 4 0 0 0 0 0 
202 4 2493 0 1 0 0 
203 4 4392 0 1 1 1 
204 4 0 0 0 0 0 
205 4 2209 1 0 0 0 
206 4 2230 0 0 1 1 
207 4 0 0 0 0 0 
208 4 1992 0 1 0 0 
209 4 2582 1 1 0 1 
210 4 924 0 0 0 1 
211 4 3726 1 1 0 0 
212 4 0 0 0 0 0 
213 4 2063 0 0 0 1 
214 4 3013 1 1 0 1 
215 4 0 0 0 0 0 
216 4 0 0 0 0 0 
217 4 1742 0 1 0 0 
218 4 1664 0 0 1 0 
219 4 2403 0 0 1 0 
220 4 2193 1 1 0 0 
221 4 1648 1 0 0 1 
222 4 2260 0 1 0 1 
223 4 4656 1 1 1 0 
224 4 1185 0 1 0 0 
225 4 3714 0 1 1 0 
226 4 1360 1 0 0 0 
227 4 365 1 0 0 0 
228 4 4730 1 1 1 0 
229 4 184 0 1 0 0 
230 4 6260 1 0 1 1 
231 4 4385 1 0 1 1 
232 4 5391 1 1 1 0 
233 4 5007 1 1 1 0 
234 4 5574 1 0 1 1 
235 4 3265 1 1 0 1 
236 4 2013 0 1 0 0 
237 4 1598 1 0 0 0 
238 4 5384 1 1 0 1 
239 4 3796 1 0 1 0 
240 4 1410 0 0 1 0 
241 4 4660 1 1 1 0 
242 4 5359 0 1 1 1 
243 4 1462 0 0 0 1 
244 4 2500 0 0 1 0 
245 4 3195 1 1 0 0 
246 4 3293 0 0 1 1 
247 4 5771 1 1 0 1 
248 4 3079 0 1 1 0 
249 4 3429 1 0 0 1 
250 4 4183 1 1 0 0 
251 4 0 0 0 0 0 
252 4 3458 1 1 1 0 
253 4 2362 0 1 1 0 
254 4 1545 0 0 0 1 
255 4 0 0 0 0 0 
256 4 1617 0 1 1 1 
257 4 2857 1 1 0 1 
258 4 3779 1 1 1 0 
259 4 3231 1 1 0 0 
260 4 3824 0 1 0 1 
261 4 4733 1 0 1 1 
262 4 5503 1 1 1 0 
263 4 1874 1 1 1 0 
264 4 4072 1 0 1 0 
265 4 3958 0 1 0 1 
266 4 1140 0 1 0 0 
267 4 2722 0 1 0 1 
268 4 2627 0 1 0 1 
269 4 5977 1 0 1 1 
270 4 1924 1 1 0 0 
271 4 5039 1 1 1 0 
272 4 3962 0 1 0 1 
273 4 2307 0 1 1 0 
274 4 2521 1 0 0 1 
275 4 3216 0 0 1 1 
276 4 4054 0 1 1 0 
277 4 4788 1 1 0 1 
278 4 631 0 1 0 0 
279 4 4297 1 1 1 0 
280 4 3661 1 0 1 1 
281 4 875 0 0 1 0 
282 4 2326 0 1 0 0 
283 4 4845 0 1 1 0 
284 4 0 0 0 0 0 
285 4 3425 0 1 1 1 
286 4 6263 1 0 1 1 
287 4 1167 0 0 1 1 
288 4 3583 1 1 0 1 
289 4 5250 1 1 1 0 
290 4 2664 1 0 1 0 
291 4 1379 0 0 0 1 
292 4 5836 1 0 1 1 
293 4 4091 1 0 1 0 
294 4 4659 1 1 0 1 
295 4 3682 1 0 1 0 
296 4 1745 1 0 0 1 
297 4 3973 0 1 1 0 
298 4 3620 1 0 1 1 
299 4 2370 0 1 0 1 
300 4 0 0 0 0 0 
301 4 3488 1 1 1 0 
302 4 2038 0 1 0 0 
303 4 1691 0 0 0 1 
304 4 5361 1 1 0 1 
305 4 4215 0 1 0 1 
306 4 2494 1 0 0 0 
307 4 2488 1 1 0 0 
308 4 3091 1 0 1 0 
309 4 4642 1 0 1 1 
310 4 4132 1 1 0 0 
311 4 3391 1 1 0 1 
312 4 3346 1 1 0 1 
313 4 2268 1 0 0 0 
314 4 3137 1 1 0 1 
315 4 6542 1 1 1 0 
316 4 1101 1 0 0 0 
317 4 4756 1 0 1 1 
318 4 2247 0 1 0 0 
319 4 1712 1 0 0 1 
320 4 2863 1 0 0 1 
321 4 3700 1 0 0 1 
322 4 0 0 0 0 0 
323 4 4628 1 0 1 1 
324 4 6067 1 1 0 1 
325 4 4279 1 1 0 0 
326 4 2679 1 0 1 1 
327 4 3176 1 0 0 1 
328 4 3162 0 0 1 1 
329 4 2265 0 0 0 1 
330 4 5239 0 1 1 1 
331 4 2411 1 0 0 0 
332 4 6225 1 1 1 0 
333 4 4050 1 0 0 1 
334 4 701 1 0 0 1 
335 4 3649 0 0 1 1 
336 4 2896 0 1 0 1 
337 4 2488 0 1 0 1 
338 4 2961 0 1 1 1 
339 4 6125 1 1 0 1 
340 4 1570 0 0 1 0 
341 4 2331 1 1 0 0 
342 4 2637 0 1 0 1 
343 4 2560 0 1 1 1 
344 4 3083 0 0 1 1 
345 4 4388 1 0 0 1 
346 4 4346 0 0 1 1 
347 4 4628 1 0 1 1 
348 4 0 0 0 0 0 
349 4 3575 1 1 1 0 
350 4 2564 0 1 0 1 
351 4 4668 1 1 1 0 
352 4 5103 1 0 1 1 
353 4 2215 0 0 1 1 
354 4 3130 0 1 0 1 
355 4 1442 1 0 1 0 
356 4 4826 1 1 0 1 
357 4 3366 0 1 0 1 
358 4 2311 1 0 0 1 
359 4 2207 1 1 0 0 
360 4 3260 0 1 0 1 
361 4 2384 0 0 1 1 
362 4 0 0 0 0 0 
363 4 348 0 0 1 0 
364 4 2164 0 0 1 0 
365 4 5608 0 1 1 1 
366 4 3533 1 1 0 1 
367 4 3362 1 1 0 0 
368 4 3610 1 0 0 1 
369 4 3383 1 1 1 0 
370 4 1499 0 1 0 0 
371 4 3491 0 1 0 1 
372 4 6871 1 1 0 1 
373 4 2637 0 0 1 1 
374 4 3842 0 1 1 1 
375 4 0 0 0 0 0 
376 4 4059 1 0 1 1 
377 4 2463 0 0 1 0 
378 4 1622 1 1 0 1 
379 4 804 1 1 0 0 
380 4 3824 0 1 0 1 
381 4 0 0 0 0 0 
382 4 6366 1 1 0 1 
383 4 2024 1 0 0 0 
384 4 2882 1 1 0 0 
385 4 3214 1 0 1 1 
386 4 4021 0 1 1 0 
387 4 2385 0 0 0 1 
388 4 2628 1 1 0 1 
389 4 5235 1 0 1 1 
390 4 4102 1 1 0 1 
391 4 3640 1 0 1 0 
392 4 3100 0 1 1 1 
393 4 4230 0 1 1 0 
394 4 4939 1 0 1 1 
395 4 0 0 0 0 0 
396 4 396 0 0 1 0 
397 4 4642 1 1 0 0 
398 4 3071 0 0 1 1 
399 4 3785 0 1 0 1 
400 4 2984 1 1 0 0 
401 4 1839 0 1 0 0 
402 4 3686 0 1 1 1 
403 4 2376 1 0 0 0 
404 4 3811 1 0 0 1 
405 4 1980 1 0 0 1 
406 4 1800 1 0 0 0 
407 4 1360 1 0 0 0 
408 4 2298 0 1 1 0 
409 4 2400 0 0 1 0 
410 4 1800 1 0 1 1 
411 4 5135 0 1 1 1 
412 4 4896 0 1 1 1 
413 4 3688 1 1 0 0 
414 4 3829 1 1 1 0 
415 4 0 0 0 0 0 
416 4 4611 0 0 1 1 
417 4 2549 1 1 0 0 
418 4 1425 0 0 0 1 
419 4 5241 1 1 1 0 
420 4 6565 0 1 1 1 
421 4 3951 1 0 1 1 
422 4 5362 1 0 1 1 
423 4 5562 0 1 1 1 
424 4 2606 0 0 1 1 
425 4 5897 1 1 1 0 
426 4 2381 0 1 0 0 
427 4 1797 1 0 0 1 
428 4 0 0 0 0 0 
429 4 2724 0 0 1 1 
430 4 2693 1 1 1 0 
431 4 3457 1 1 1 0 
432 4 3641 0 0 1 1 
433 4 3591 1 0 0 1 
434 4 1470 1 1 0 0 
435 4 2614 1 0 1 1 
436 4 4497 0 1 1 1 
437 4 3951 1 1 1 0 
438 4 4155 0 1 1 0 
439 4 0 0 0 0 0 
440 4 4421 1 0 1 1 
441 4 5646 0 1 1 1 
442 4 3814 1 0 0 1 
443 4 4419 0 1 1 1 
444 4 5022 1 1 1 0 
445 4 2779 1 1 0 0 
446 4 2772 1 0 0 1 
447 4 2383 0 0 0 1 
448 4 4574 1 1 0 1 
449 4 3854 0 1 0 1 
450 4 2845 0 0 1 1 
451 4 4109 1 0 1 0 
452 4 2798 0 1 1 0 
453 4 3459 1 0 1 0 
454 4 5566 1 1 1 0 
455 4 3520 1 1 0 1 
456 4 4276 0 1 1 1 
457 4 4532 1 1 1 0 
458 4 1921 0 1 1 0 
459 4 2300 0 0 1 0 
460 4 5758 0 1 1 1 
461 4 4672 1 1 0 1 
462 4 2718 1 1 1 0 
463 4 2476 0 1 0 1 
464 4 4205 1 0 1 0 
465 4 2140 1 0 1 1 
466 4 418 0 0 0 1 
467 4 3991 1 1 1 0 
468 4 3923 0 1 1 1 
469 4 4071 0 1 1 1 
470 4 2258 1 0 0 0 
471 4 802 0 1 0 0 
472 4 2792 1 1 0 1 
473 4 420 0 0 1 0 
474 4 4228 1 1 1 0 
475 4 6555 1 0 1 1 
476 4 237 0 0 1 0 
477 4 0 0 0 0 0 
478 4 3694 1 0 0 1 
479 4 3988 0 1 0 1 
480 4 3262 0 1 1 1 
481 4 5488 1 0 1 1 
482 4 215 0 1 0 0 
483 4 3410 0 1 1 1 
484 4 168 0 0 0 1 
485 4 2122 0 0 1 0 
486 4 2035 0 0 0 1 
487 4 1652 1 0 0 1 
488 4 4939 1 0 1 1 
489 4 0 0 0 0 0 
490 4 2933 1 0 1 0 
491 4 4254 1 1 1 0 
492 4 5318 1 1 0 1 
493 4 2422 1 1 1 0 
494 4 2178 1 0 0 1 
495 4 2843 0 1 0 1 
496 4 3106 0 1 1 1 
497 4 4426 1 1 1 0 
498 4 2145 0 0 0 1 
499 4 2036 0 1 0 0 
500 4 3687 1 1 1 0 
