1 4 46 36 3 43 1129 202 94 46 1207
5 4 243 122 1525 23 1003 136 221 243 3037
6 4 11 11 2256 8 1641 234 1299 84 324
8 4 150 150 8360 42 2341 15 2081 208 174
12 4 93 17 863 18 675 163 1584 93 3487
18 4 102 81 2453 102 3088 55 250 161 979
19 4 418 234 1256 79 2319 418 6384 110 1680
20 4 457 236 2414 52 504 144 2001 457 4674
21 4 53 17 2098 53 6540 121 254 194 1931
22 4 141 141 1891 227 240 217 1597 103 1382
24 4 235 235 11186 152 161 25 1190 47 2260
25 4 572 196 1585 173 1188 572 3927 193 329
26 4 217 217 10802 16 958 237 663 32 1593
27 4 279 66 1990 71 1086 169 108 279 4267
28 4 106 230 580 106 12485 220 810 14 1649
29 4 219 219 3076 203 1643 61 857 29 1496
33 4 113 113 5474 47 2277 219 1382 106 461
34 4 137 57 748 116 556 137 4834 55 1941
35 4 64 64 7649 19 2271 80 1657 230 2147
36 4 89 20 751 89 1630 25 458 178 1277
38 4 116 17 2017 26 1397 116 6232 134 557
40 4 262 21 309 262 3855 123 2001 206 176
41 4 65 13 2024 206 1004 117 1134 65 10120
45 4 359 82 1244 106 1971 110 1751 359 5446
46 4 116 22 685 30 1107 116 3611 144 274
47 4 250 151 1002 59 2197 250 6193 97 2403
48 4 62 116 1249 11 1646 2 2320 62 9277
50 4 75 1 2362 142 1605 75 177150 43 355
53 4 212 212 4404 250 810 2 1968 108 2244
54 4 209 65 523 158 244 209 1681 165 17
55 4 403 108 1934 79 809 403 4126 1 517
56 4 269 135 1222 18 373 134 1764 269 3541
58 4 117 224 2187 118 963 70 2090 117 3493
59 4 306 81 1912 183 483 36 1614 306 7223
62 4 322 169 1916 322 3508 240 469 57 621
66 4 133 43 2245 13 2126 133 6943 102 250
67 4 365 174 1097 365 4096 99 375 184 2065
75 4 259 259 6970 70 1884 36 338 108 682
77 4 387 136 2417 88 1532 9 1149 387 6737
78 4 431 144 91 34 1414 431 4362 215 2176
80 4 131 158 1234 169 1127 23 1548 131 8816
84 4 43 149 439 33 1872 89 710 43 2439
86 4 155 155 8430 36 1958 174 1263 66 575
87 4 218 115 767 218 3770 226 90 132 2283
89 4 244 244 1354 167 927 227 570 140 141
93 4 130 204 2368 130 4864 153 305 31 1160
94 4 244 135 1211 83 142 244 2188 42 699
96 4 436 150 193 163 1323 436 3538 107 1235
97 4 156 18 2115 65 1786 156 4286 221 929
98 4 283 242 571 283 1870 225 1487 116 201
99 4 85 85 7178 20 1689 14 1593 1 806
100 4 7 138 60 7 2710 190 894 5 1936
101 4 494 494 6154 142 1769 160 2418 2 1631
103 4 40 144 2478 40 17186 162 1240 3 1289
105 4 322 236 701 184 2173 322 3802 191 60
106 4 314 314 4266 75 1019 145 2229 192 334
108 4 304 158 2326 304 4475 34 1171 219 2267
110 4 33 33 2464 149 92 25 1867 78 1981
112 4 103 138 1063 234 741 42 2413 103 5917
113 4 314 250 34 96 2097 314 3668 120 1402
115 4 377 61 2480 34 759 112 2164 377 7284
116 4 129 21 1163 161 840 21 2050 129 7144
117 4 405 234 386 250 2069 405 4480 221 2445
122 4 290 4 1913 246 1026 115 2249 290 5671
123 4 251 45 1960 251 10052 36 2273 41 1642
124 4 58 16 2120 58 7685 169 543 105 731
125 4 322 124 492 126 1975 322 5047 75 1644
127 4 215 215 11043 33 1695 238 140 14 2285
128 4 44 185 496 228 1208 30 2364 44 3467
129 4 298 298 8979 76 2290 224 277 210 958
130 4 600 210 2124 600 6068 35 1268 209 2299
133 4 125 113 861 40 554 125 1731 19 372
134 4 191 191 4383 32 1256 84 1928 137 893
135 4 547 151 1435 75 1348 547 4830 177 1563
136 4 440 440 2352 233 268 214 1144 182 678
137 4 467 122 1204 127 913 197 185 467 3357
138 4 221 161 452 221 2457 125 1390 146 953
146 4 299 159 386 299 4289 63 1957 156 2238
149 4 35 244 1674 35 3424 25 2446 100 419
151 4 480 202 1871 480 4445 45 635 93 1208
152 4 126 126 3504 250 1162 79 2197 148 1394
153 4 132 28 381 47 94 132 1796 129 127
154 4 298 182 2265 87 1356 172 1180 298 3708
155 4 179 119 1287 21 490 179 1935 238 1823
159 4 73 21 521 62 2444 169 133 73 2877
161 4 24 1 1118 161 648 147 763 24 26832
164 4 263 244 53 94 1674 145 2368 263 4295
165 4 91 47 1117 20 492 91 2162 236 2056
166 4 132 176 748 34 1314 132 5101 186 921
167 4 163 27 639 163 3857 4 1509 164 136
170 4 272 152 45 272 2995 226 2489 200 408
171 4 61 26 23 61 3381 44 2439 240 1534
175 4 298 69 2399 298 7038 68 1606 229 1066
176 4 145 238 914 10 146 103 1948 145 2117
184 4 522 65 806 522 4727 143 1295 154 2290
186 4 138 35 1999 95 1085 160 344 138 7881
192 4 245 232 1363 71 1067 39 2352 245 3681
194 4 13 95 1459 206 27 13 1279 12 1181
196 4 116 53 873 116 2881 86 1551 45 1118
200 4 297 97 1173 245 154 297 3591 18 1792
202 4 100 200 640 36 2493 100 6925 219 2069
205 4 202 107 2209 191 475 213 1063 202 4170
208 4 192 112 990 119 1992 135 611 192 3213
209 4 294 71 647 70 994 294 2679 6 941
210 4 43 127 1522 160 1083 43 1018 39 924
211 4 342 342 4617 66 1945 207 99 82 1107
213 4 281 139 1537 176 1815 226 303 281 3107
214 4 240 67 2161 116 154 240 7740 2 698
217 4 162 154 398 145 1742 243 485 162 1946
218 4 95 211 478 182 25 87 1664 95 1817
219 4 100 248 1628 190 932 33 2403 100 7281
220 4 362 27 540 211 1653 192 238 362 2835
221 4 210 3 1183 218 1266 210 82810 131 465
223 4 320 2 1289 44 1787 320 5865 76 1393
224 4 117 117 3014 46 1185 179 179 180 1158
225 4 216 134 1083 13 1712 112 2002 216 3861
226 4 13 3 1360 13 5893 102 1658 102 1776
227 4 23 3 365 23 2798 108 1865 220 618
228 4 261 32 2122 19 867 42 1741 261 10819
231 4 391 90 1905 391 7190 24 641 100 1839
232 4 465 186 2405 185 2342 30 644 465 5886
236 4 64 64 6441 20 2013 200 563 233 500
237 4 71 50 1598 71 2269 184 991 86 696
240 4 70 211 2039 70 10966 9 1410 216 901
243 4 235 204 24 235 1770 137 796 194 1462
244 4 49 79 1065 49 24500 5 2500 169 1743
246 4 187 187 4224 171 1164 38 1260 90 2033
248 4 246 246 4679 124 2359 120 720 38 326
250 4 173 22 1821 173 5359 132 350 45 1394
254 4 105 221 157 105 4055 222 233 40 1545
256 4 444 444 2501 28 161 79 445 163 1011
259 4 196 112 2381 38 850 126 690 196 4166
263 4 238 143 542 75 944 1 388 238 2995
265 4 315 244 1784 44 1616 111 2264 315 6424
266 4 73 35 209 56 1140 108 856 73 1486
267 4 366 366 3904 179 1047 153 727 157 1675
268 4 475 475 3658 188 1448 213 407 81 1179
269 4 573 573 6366 26 303 104 2257 224 2489
270 4 119 75 1301 6 623 90 578 119 2064
272 4 149 149 5270 54 1910 199 1076 18 2052
273 4 115 224 512 40 1217 36 1090 115 3481
274 4 324 186 1748 324 3044 118 615 46 773
275 4 303 303 4422 150 17 109 1591 76 1625
278 4 77 70 1 23 631 77 2112 185 1948
280 4 376 376 3915 206 2145 66 990 184 1606
281 4 119 94 665 119 2539 41 875 237 988
282 4 15 15 4361 8 2326 89 2223 8 303
283 4 174 31 898 174 5040 72 2475 202 582
287 4 189 163 642 189 1273 45 554 91 613
291 4 126 174 823 227 1647 126 1809 96 1379
293 4 177 177 4311 89 1156 98 2387 32 1144
296 4 190 145 1362 190 1784 73 304 19 383
298 4 243 25 832 243 4314 39 764 114 2024
299 4 156 172 2094 57 2125 156 5815 31 245
302 4 203 203 2569 161 2038 232 175 108 366
303 4 75 221 74 95 238 31 1479 75 3578
305 4 451 451 4654 115 2285 158 22 187 1930
306 4 80 17 2494 162 1914 80 11736 169 1484
307 4 194 67 2145 25 343 190 1228 194 2661
308 4 159 36 1002 159 4425 25 2089 154 208
310 4 102 39 1771 14 2361 102 4631 196 1255
313 4 191 89 2268 121 145 191 4867 241 413
316 4 31 23 1101 67 529 31 1483 228 2373
317 4 344 15 256 344 5870 23 2124 128 2376
318 4 49 245 208 18 2247 49 6116 93 1868
319 4 107 12 1651 107 14721 204 467 67 61
320 4 423 223 1562 167 489 423 2962 135 1301
321 4 49 2 1794 49 6226 86 2223 15 1906
325 4 298 13 1857 126 2422 298 5728 176 1021
327 4 138 2 2427 138 167463 239 1920 106 749
328 4 333 180 1673 333 4468 165 2214 39 948
329 4 164 164 2924 146 365 73 405 127 2265
331 4 240 194 2411 214 1251 113 1212 240 2982
335 4 303 53 290 137 1777 40 1492 303 3930
340 4 298 226 96 298 2643 177 1570 229 444
341 4 333 101 361 194 1970 39 335 333 2860
346 4 346 223 240 91 1731 346 6083 115 2022
351 4 456 180 2384 132 56 111 2228 456 6039
353 4 472 75 746 41 103 472 2534 235 1262
354 4 57 57 3812 1 1391 166 411 26 1739
357 4 216 216 3864 78 2203 101 244 65 1163
358 4 223 120 1537 195 334 223 2856 59 774
359 4 278 151 1631 100 576 278 3002 29 492
361 4 136 239 1 136 14144 113 200 21 2184
363 4 44 198 708 44 638 24 348 238 60
364 4 230 162 476 130 1726 230 3053 192 1806
367 4 366 119 1586 366 4735 187 430 82 1061
370 4 173 174 619 1 1499 190 308 173 259327
372 4 442 48 2446 442 6988 11 2098 143 2261
373 4 302 174 712 302 3438 200 2277 78 360
377 4 129 195 19 124 449 60 2463 129 5295
379 4 126 7 647 10 157 126 1978 235 1444
380 4 260 250 123 100 2162 77 1444 260 4875
383 4 67 39 2024 195 798 67 3477 130 1375
387 4 178 178 2572 215 1821 49 125 165 2385
388 4 193 80 2095 50 24 193 4911 20 509
391 4 611 226 1747 244 721 205 1893 611 4723
393 4 398 169 822 398 5188 159 2279 28 365
397 4 345 345 5551 19 2342 109 1754 150 206
399 4 400 219 1078 27 1426 400 4348 217 2359
400 4 307 73 942 133 2042 134 442 307 3961
401 4 130 130 2097 114 1839 39 146 192 2008
403 4 249 228 2376 249 2594 42 15 207 206
404 4 404 105 1564 404 4854 210 65 187 2247
406 4 81 26 1800 213 519 81 5607 101 937
409 4 65 208 597 127 131 14 2400 65 11142
410 4 631 167 801 631 1928 119 458 177 541
417 4 257 47 376 257 4737 115 2120 184 1487
418 4 79 79 2345 243 200 111 1062 48 1425
420 4 460 74 1763 460 9280 69 2177 108 2179
421 4 471 3 10 471 4757 81 1537 238 2404
423 4 252 37 985 95 2490 252 6426 50 1275
424 4 197 65 683 98 1659 17 161 197 3334
426 4 90 212 589 55 2381 200 23 90 3896
427 4 284 153 679 284 3414 175 593 93 1118
429 4 282 154 402 282 3019 12 390 218 2334
430 4 276 82 1276 276 4294 13 660 34 713
433 4 427 118 1498 167 121 427 3723 240 2093
434 4 237 58 418 168 1052 237 1484 242 1059
442 4 132 101 1778 132 5827 20 883 31 2036
444 4 115 15 2153 26 1532 26 1337 115 5913
446 4 86 20 1582 244 567 86 5117 20 1190
447 4 378 227 1560 378 4248 174 897 212 2383
449 4 245 224 1651 245 6136 42 1052 58 2027
450 4 43 43 3186 138 104 32 2371 1 474
455 4 168 31 1256 46 249 168 6806 14 2015
457 4 514 100 1814 69 1177 170 1541 514 4659
458 4 167 167 2008 37 935 82 986 122 118
459 4 28 135 2002 28 7155 9 2300 20 198
462 4 394 80 254 232 2342 6 122 394 3977
463 4 144 144 2622 67 1220 240 384 19 1256
464 4 118 42 2080 118 4399 57 2125 45 613
466 4 111 198 2117 111 2209 204 464 21 418
469 4 166 166 4187 33 2135 24 170 70 1766
470 4 140 32 2258 218 645 113 221 140 9878
471 4 179 179 1407 102 802 210 929 123 286
472 4 311 165 1734 12 889 311 3268 33 169
473 4 87 225 2316 226 349 17 420 87 2149
474 4 319 140 1262 90 1554 30 1412 319 5508
475 4 385 92 1894 385 7925 91 2217 21 2444
478 4 320 320 4134 189 1449 138 1783 55 1341
480 4 372 372 3983 94 1423 45 661 110 1178
482 4 39 39 2795 3 215 160 1122 134 223
486 4 38 38 2577 44 1310 65 363 30 2035
490 4 222 95 1787 222 4175 95 1146 140 151
493 4 70 23 1081 2 159 20 1182 70 3290
494 4 362 151 1113 222 169 362 2668 8 1065
498 4 140 235 574 161 478 140 2257 133 2145
499 4 127 133 584 22 2036 240 1727 127 11753
500 4 257 10 1050 257 3968 88 1452 34 525
502 4 273 273 3698 214 1912 138 1521 113 1531
504 4 448 87 1607 448 4767 162 1724 169 525
505 4 245 137 252 85 1760 63 656 245 2551
507 4 198 91 1961 198 4266 77 2156 171 915
508 4 286 286 3230 145 1265 33 187 214 2417
509 4 113 158 284 61 693 2 442 113 1283
515 4 148 42 1521 193 1672 119 1166 148 5359
517 4 167 222 532 167 13334 26 2076 183 1134
519 4 306 153 1383 306 2427 74 587 90 645
520 4 272 96 2369 82 1889 102 545 272 6265
525 4 102 129 2039 43 2465 26 1339 102 5253
526 4 429 429 4279 33 1006 248 2474 220 1042
527 4 219 219 1908 109 377 175 1525 236 501
528 4 98 98 10314 245 1294 37 150 4 421
529 4 203 244 509 133 2213 203 3377 193 1434
532 4 14 14 5488 161 359 71 61 2 784
534 4 313 80 1444 142 2272 313 5008 200 186
539 4 197 197 4264 57 1234 9 1664 26 849
540 4 532 139 1542 144 1553 532 5737 183 2361
543 4 186 8 1140 129 236 186 3963 13 277
544 4 241 241 3834 15 504 247 1322 149 2371
