70 20 64 249 154 217 333 74 2185 64 5078 67 529 159 2492 228 2373 17 144 26 2063 219 221 213 1274 238 2301 245 208 18 2247 80 1903 93 1868 29 112 166 1394 239 2036 47 666
83 20 53 53 3690 190 1825 29 441 198 215 250 202 29 657 11 766 90 2071 69 146 165 1673 152 2389 195 19 124 449 60 2463 198 1026 56 1148 92 281 60 872 1 312 11 1868
147 20 130 6 345 14 1337 224 1373 95 943 177 1348 22 2042 162 450 196 877 238 297 92 225 130 6280 19 432 232 1791 48 2319 42 1533 36 534 117 1124 79 2497 189 1332 43 173
178 20 47 154 606 51 1731 97 1944 250 2349 89 1030 93 1496 47 3212 109 1877 217 1755 189 1851 179 853 88 7 242 47 62 1025 104 815 28 1914 103 2152 55 1126 46 219 88 985
221 20 234 14 340 122 2292 89 1130 248 650 106 1611 33 1980 139 810 83 1701 40 26 101 2483 12 2039 145 173 250 616 6 869 58 2280 49 1931 238 2263 234 9198 171 1279 37 469
242 20 13 216 116 79 984 43 806 17 616 135 1712 4 602 187 736 13 1956 235 692 58 470 40 1397 131 1659 100 1688 163 1945 168 1459 98 1185 111 1957 187 1879 180 155 67 1946
261 20 341 73 1565 235 1733 123 1899 130 401 13 493 147 2446 155 815 126 1549 209 1632 48 1313 27 256 185 2018 91 977 165 915 162 1094 341 6512 82 1566 61 1235 6 321 196 602
273 20 17 233 1158 146 13 48 1190 242 2361 200 681 135 2147 74 130 192 168 17 3070 77 1931 161 276 108 1315 212 2193 221 166 154 2163 183 566 120 1115 203 620 10 1806 192 1399
317 20 67 61 1153 175 131 41 132 151 780 67 1987 144 1761 51 1513 128 192 248 1193 124 20 163 1613 140 2092 105 1622 143 1361 239 2085 90 901 68 618 101 1569 177 1837 113 1088
333 20 71 134 635 26 153 138 66 173 215 158 1070 71 7245 122 2193 155 2153 78 1362 120 70 114 2069 104 1131 23 2347 197 1204 142 149 164 541 192 1515 122 1465 236 528 10 1296
351 20 32 124 796 12 1373 32 3661 104 1469 187 188 57 507 46 1989 105 730 239 836 200 62 74 1697 80 2046 88 1692 245 1134 231 1262 190 586 122 2477 89 912 199 1605 126 846
370 20 90 35 636 12 940 57 2290 59 731 90 3615 56 171 90 116 115 284 113 1719 209 2333 102 1538 85 1729 143 695 212 1104 46 33 131 1622 212 1906 101 98 161 365 43 381
386 20 79 66 825 143 1777 152 1409 88 2309 92 153 26 492 160 1415 62 1688 65 1023 201 642 162 309 231 1700 188 886 149 1530 153 1298 53 1167 74 2206 131 1320 79 2355 237 1240
389 20 40 40 2580 53 848 128 324 75 944 87 71 168 1341 215 1298 199 2335 64 1743 79 2168 86 1679 148 1148 209 644 219 834 236 1479 232 779 58 881 115 2178 145 1457 38 2451
426 20 318 132 673 58 1419 44 564 216 1527 2 1204 204 1315 203 327 176 2158 135 309 46 1063 241 1606 120 1754 109 948 54 1926 127 415 318 7348 69 1674 42 302 89 848 215 336
496 20 99 249 656 183 1483 68 980 62 628 241 2008 32 1641 98 2031 67 1228 191 1218 132 701 99 5076 108 1885 173 2399 54 1240 10 1970 46 473 160 176 96 773 189 1125 114 1976
497 20 143 157 162 100 1890 145 2393 203 1828 231 2130 223 533 125 21 8 2462 174 1347 188 2271 177 1995 60 760 149 45 145 2232 191 1981 73 939 16 1342 143 6409 22 986 151 1053
530 20 157 170 96 222 1742 144 126 32 407 29 467 87 1386 15 1986 124 700 114 2300 134 748 17 925 88 630 12 900 99 1201 157 6454 52 1020 127 1693 46 1891 73 1533 177 167
541 20 220 136 2377 241 936 197 2433 162 2370 85 1041 25 253 244 1523 26 381 120 445 193 1712 112 972 220 4467 205 366 127 204 151 2288 88 329 52 1448 149 1856 114 2315 193 743
589 20 39 85 1016 216 2095 157 287 5 364 136 345 90 1559 225 291 162 1569 239 110 246 2060 204 1656 212 1536 116 155 207 248 80 1906 39 2839 20 2306 62 692 130 1158 242 1972
592 20 46 108 2485 177 1284 14 2479 143 1752 149 1371 46 4036 156 2051 23 964 89 1525 64 435 193 2250 240 545 88 32 44 708 8 702 106 564 211 2106 241 1932 224 1172 84 2312
598 20 88 91 1428 151 712 157 337 163 1634 88 2082 108 1558 72 1382 154 555 140 668 231 1186 89 1315 26 271 215 2095 247 522 77 1822 211 1899 121 2288 248 2462 190 2434 189 40
634 20 12 155 2063 31 108 163 1120 12 6872 146 1454 43 86 63 1015 22 738 72 317 75 1953 37 548 125 402 78 808 149 2193 24 172 237 833 95 1923 226 2089 3 1718 12 319
665 20 410 138 770 129 1354 167 1729 142 714 109 2044 232 753 165 1581 237 2418 49 1497 231 2178 215 1816 30 984 34 213 35 2031 241 907 410 7688 213 1783 203 1210 171 1052 162 925
673 20 129 132 1763 64 2273 107 1855 120 1542 126 215 1 366 173 2497 156 419 149 1148 223 1135 215 2378 129 2017 131 484 2 570 147 1617 110 1922 133 323 129 4581 203 759 138 493
676 20 72 176 1868 131 712 104 766 244 2394 206 604 86 1216 50 2336 153 2153 52 16 82 684 241 1015 221 2336 17 919 72 4765 23 416 37 2449 15 1396 114 1959 41 1906 62 126
689 20 92 204 343 3 781 11 251 161 1442 58 1039 153 1080 92 5740 73 558 154 1074 1 1640 180 1535 33 2059 1 3 195 588 193 846 110 1731 162 1822 117 1892 191 1626 230 419
723 20 263 111 2411 226 1489 167 662 250 129 38 1665 137 98 44 1169 220 1357 249 2250 115 296 63 923 205 2456 241 31 241 1803 32 573 3 393 143 1754 86 782 166 991 263 5712
754 20 80 61 846 147 1442 27 2328 166 1973 156 545 12 1186 7 672 182 143 77 218 197 1327 215 2461 171 2159 48 385 226 1384 211 71 80 6897 198 323 117 860 97 1290 166 2339
775 20 95 3 56 248 2384 39 246 11 2124 220 1156 249 303 222 2229 76 602 112 1357 40 2185 77 405 232 1037 95 5189 155 926 217 1046 236 2003 160 957 84 697 9 586 135 1219
782 20 213 149 1892 132 1397 208 1168 90 2396 204 14 165 1321 72 885 183 1637 49 364 172 504 121 46 83 782 100 36 200 70 225 1816 197 1088 143 1278 165 1490 213 5670 137 787
796 20 101 240 1487 57 167 178 1096 152 2309 66 9 121 1333 191 870 108 2248 245 2134 80 603 125 535 220 458 127 1390 184 118 242 2353 33 485 45 2164 20 1439 209 213 101 4856
810 20 36 186 1035 234 1820 100 669 58 1906 63 858 68 508 235 2393 212 1149 43 199 21 2116 11 1224 175 1947 28 1427 64 360 116 234 51 555 104 1646 110 1281 101 1189 36 3627
857 20 34 120 395 65 1213 166 1776 210 2330 171 2212 80 1782 122 2442 127 374 242 2143 215 229 46 157 85 2090 158 272 208 329 210 1239 71 449 84 2414 34 3815 18 2020 39 155
881 20 106 248 737 240 1104 144 2455 103 401 178 1568 59 953 168 643 12 1543 106 7139 170 664 232 104 176 1814 219 519 139 1171 154 139 75 109 244 1854 20 1347 94 1879 231 481
908 20 226 181 351 220 1511 39 2184 138 90 64 977 82 2345 10 1084 163 218 19 661 245 1383 57 248 90 314 226 6463 226 2138 206 865 205 1580 179 1382 108 1763 56 1063 218 1856
913 20 99 44 2469 124 1850 89 1159 249 1357 95 798 99 5435 99 2339 86 158 166 774 231 792 66 129 183 1274 213 1457 30 1647 60 342 57 2043 163 715 59 1130 233 619 102 2358
924 20 35 231 333 7 2279 161 1682 163 1617 35 341 77 2013 119 423 76 1060 112 2295 8 1002 211 2500 67 2261 132 2229 239 1507 35 4383 29 231 206 234 227 1700 40 2471 219 1554
972 20 95 146 2003 232 1736 60 74 18 1833 148 357 219 1726 220 2297 143 2248 181 448 244 370 111 1726 249 855 173 1921 4 852 145 2394 95 9674 193 2203 5 1281 244 1088 5 1423
974 20 278 117 1223 54 1396 226 938 80 2340 278 6528 215 781 242 1397 236 1212 19 112 71 1350 134 2025 168 2097 205 1245 91 2137 191 1113 210 348 247 783 74 750 178 1676 115 755
983 20 129 202 2200 29 2275 9 78 243 14 211 861 161 534 168 581 243 2093 71 1684 129 7104 65 1944 99 494 227 997 244 787 76 923 14 1611 157 492 40 2203 25 248 148 734
1000 20 36 26 1753 239 2069 137 509 36 2427 129 2264 155 1120 78 613 80 1591 18 885 113 362 152 1163 77 73 48 2496 235 2049 84 559 54 63 168 1114 106 827 209 1359 196 1256
1054 20 7 170 1393 161 1466 129 1370 67 1107 99 702 36 854 59 2002 94 831 96 144 206 342 1 61 4 995 36 166 29 829 123 1170 238 2004 46 1628 7 1741 51 1860 242 1475
1070 20 94 94 4634 112 928 49 2416 176 46 182 381 174 2321 241 227 35 715 120 2155 153 1943 60 180 97 432 100 1771 220 1918 46 991 238 1267 41 2129 75 1246 195 2210 34 1366
1087 20 102 13 1080 102 4549 22 1102 155 1581 71 1659 226 2121 62 1223 121 2169 165 1518 177 1677 123 1727 118 927 62 564 237 2271 202 1407 88 2471 161 2343 179 558 137 2150 28 1249
1107 20 184 35 1261 10 1272 158 1709 200 265 153 2197 160 872 184 6629 102 1513 4 821 222 56 173 720 58 2227 81 1606 229 1099 186 2424 92 1157 28 377 160 323 213 2291 240 1608
1151 20 302 185 37 222 1053 60 1261 13 114 129 897 235 839 54 1897 91 1446 186 1056 143 108 231 2289 74 1912 133 2111 33 173 302 7803 51 2435 250 2379 36 1373 145 1644 109 1577
1177 20 107 187 715 11 332 150 1949 211 996 90 1182 98 1243 245 1277 122 1831 187 933 25 596 52 239 134 2064 211 674 136 688 37 794 243 326 196 69 228 738 110 1713 107 2296
1202 20 18 155 2068 48 2410 136 964 56 1586 133 1759 168 112 75 1979 235 1827 28 152 215 469 12 1755 18 2632 214 2040 119 1037 167 1624 134 2329 40 128 239 204 191 775 131 187
1215 20 77 41 1315 74 1789 103 1325 77 1896 70 1883 183 1455 58 329 180 2479 42 87 2 899 87 1962 236 986 31 748 233 129 77 4900 180 2162 240 2250 162 1229 11 700 223 809
1216 20 76 76 6879 121 1587 176 1558 143 1360 151 2402 27 2444 249 460 32 6 22 2125 231 2472 114 115 115 1087 62 549 181 835 91 1275 214 2249 5 537 67 1177 152 190 133 1466
